INSERT INTO fa22_sg_order_product (quantity, actual_price, product_id, order_id) VALUES 
('5', '36.56', 'OFF-BI-6094', 'CA-2014-AS10090140-41812'), 
('3', '18.94', 'OFF-ST-3078', 'CA-2014-AS10090140-41762'), 
('7', '1226.19', 'TEC-MA-5005', 'IN-2013-KB1631578-41495'), 
('5', '1809.26', 'FUR-TA-3359', 'ID-2014-PK190757-41691'), 
('8', '1863.0', 'TEC-AC-3402', 'ID-2013-CS121757-41473'), 
('2', '6.0', 'OFF-LA-6021', 'CA-2014-AS10090140-41894'), 
('7', '1244.19', 'OFF-ST-6049', 'ES-2015-AF1088545-42103'), 
('4', '2364.1', 'FUR-TA-3343', 'ES-2013-SJ2050045-41443'), 
('6', '1946.31', 'TEC-CO-4590', 'ES-2014-DM1295545-42004'), 
('3', '12.67', 'OFF-ST-6158', 'CA-2014-AS10090140-41762'), 
('9', '2283.71', 'OFF-AP-4497', 'IT-2013-CC1261048-41289'), 
('4', '2549.76', 'TEC-PH-5840', 'CG-2013-BW106533-41437'), 
('14', '3299.56', 'TEC-CO-4568', 'IN-2015-BE114557-42080'), 
('9', '2489.4', 'OFF-AP-3867', 'ES-2013-TG2164014-41591'), 
('2', '5.04', 'OFF-LA-3224', 'CA-2014-AS10090140-41762'), 
('2', '3.44', 'OFF-BI-3473', 'CA-2015-AS10090140-42264'), 
('9', '1189.24', 'FUR-BO-5971', 'ES-2015-VM2168545-42140'), 
('3', '17.22', 'OFF-BI-3473', 'CA-2013-AS10090140-41587'), 
('4', '1269.6', 'FUR-CH-4530', 'MX-2015-SC2069539-42360'), 
('11', '3499.16', 'TEC-PH-3148', 'ID-2014-SN2056097-41896'), 
('5', '2993.03', 'FUR-TA-5059', 'ID-2014-CD122807-41646'), 
('3', '815.95', 'TEC-CO-3595', 'ES-2015-CC1210045-42182'), 
('4', '1245.0', 'TEC-MA-5502', 'ES-2013-BG1103544-41468'), 
('8', '1027.73', 'TEC-CO-3706', 'IN-2015-CC125507-42046'), 
('5', '1703.03', 'TEC-CO-3609', 'IN-2015-AB101057-42153'), 
('11', '1803.08', 'OFF-ST-6049', 'IN-2015-SV2078559-42110'), 
('5', '676.49', 'FUR-BO-5798', 'ES-2015-HW1493545-42335'), 
('7', '969.36', 'FUR-CH-5447', 'IN-2012-AS1028558-41221'), 
('5', '1637.01', 'FUR-BO-3639', 'ES-2015-LD1685545-42265'), 
('7', '1655.96', 'TEC-CO-6010', 'MX-2015-NS1850528-42059'), 
('4', '976.96', 'FUR-CH-5379', 'MX-2014-CM1271582-41885'), 
('2', '731.34', 'FUR-BO-3641', 'IN-2014-VG2180527-41996'), 
('4', '1239.0', 'OFF-AP-4956', 'GH-2015-JD606049-42172'), 
('5', '1680.61', 'FUR-CH-5378', 'ID-2015-MG17680144-42078'), 
('5', '2190.75', 'FUR-BO-5763', 'IN-2015-CD1228058-42197'), 
('4', '935.17', 'TEC-MA-4206', 'ES-2015-DB13210139-42164'), 
('8', '1026.96', 'OFF-ST-4057', 'ES-2015-CS118608-42292'), 
('4', '2550.0', 'TEC-PH-3148', 'IN-2015-AF1088558-42222'), 
('5', '2667.54', 'TEC-PH-5267', 'ID-2013-BN11470130-41633'), 
('4', '1224.71', 'TEC-CO-4792', 'ES-2013-GG1465045-41615'), 
('4', '2605.92', 'TEC-PH-3805', 'ES-2014-EM1406548-41775'), 
('14', '2962.68', 'OFF-ST-5700', 'IR-2014-BS166560-41807'), 
('5', '2664.0', 'FUR-TA-4711', 'IN-2015-AC1045058-42311'), 
('4', '1513.56', 'TEC-CO-4592', 'ES-2013-CK1220564-41422'), 
('3', '1233.63', 'FUR-BO-4848', 'ES-2014-JD16150139-41868'), 
('1', '855.15', 'FUR-TA-5059', 'UP-2012-CC2550137-41062'), 
('4', '956.34', 'TEC-MA-5511', 'IT-2012-MS17830139-41103'), 
('3', '17.34', 'OFF-PA-6535', 'CA-2013-AS10090140-41587'), 
('5', '1838.52', 'FUR-CH-4654', 'ES-2012-GT14710120-41198'), 
('7', '4498.83', 'TEC-PH-5268', 'IN-2012-CL1270058-41226'), 
('8', '1824.14', 'TEC-PH-3805', 'ES-2015-MM1792045-42199'), 
('8', '2344.0', 'FUR-BO-5762', 'MX-2015-CM1216093-42158'), 
('14', '2043.72', 'TEC-PH-5263', 'IN-2015-DB1306027-42353'), 
('14', '856.8', 'OFF-ST-5708', 'MZ-2015-JW522087-42183'), 
('7', '2509.36', 'OFF-AP-3872', 'US-2015-BN1147082-42358'), 
('2', '819.94', 'FUR-CH-5378', 'IN-2013-JC157757-41310'), 
('6', '2797.25', 'FUR-TA-3764', 'MX-2012-HL1504093-40929'), 
('11', '1455.08', 'OFF-ST-6046', 'MX-2013-LH1690018-41489'), 
('6', '2189.09', 'FUR-BO-5786', 'ID-2015-DV1304559-42304'), 
('6', '5451.3', 'FUR-TA-3344', 'IN-2013-BT1153058-41331'), 
('2', '1291.08', 'TEC-PH-5269', 'IR-2013-BM165060-41436'), 
('4', '1526.52', 'TEC-CO-4590', 'IN-2012-MG1820558-40962'), 
('1', '3.98', 'OFF-BI-3729', 'CA-2012-AS10090140-41173'), 
('6', '1869.72', 'FUR-CH-5442', 'MX-2014-FC1424528-41840'), 
('7', '1815.24', 'FUR-BO-5968', 'MX-2014-TT2122051-41727'), 
('3', '959.76', 'TEC-CO-4578', 'IN-2015-CY1274558-42300'), 
('7', '3045.84', 'TEC-PH-3806', 'MX-2015-SJ2021582-42179'), 
('5', '2125.0', 'TEC-PH-3148', 'MX-2014-PB1880593-41942'), 
('4', '976.08', 'TEC-AC-5224', 'CM-2013-BP123022-41621'), 
('4', '1266.36', 'TEC-CO-3688', 'IN-2014-RW1969027-41763'), 
('4', '13.04', 'OFF-AR-3285', 'CA-2012-AS10090140-41173'), 
('4', '2134.44', 'FUR-TA-3442', 'ZA-2012-DB3360146-41159'), 
('14', '4748.44', 'TEC-CO-3709', 'ES-2013-DK1315048-41386'), 
('6', '1867.5', 'TEC-MA-5502', 'SF-2014-RW9540117-41942'), 
('6', '1001.7', 'FUR-CH-5411', 'IN-2012-PS1904527-41014'), 
('3', '1.91', 'OFF-BI-4884', 'CA-2014-AS10090140-41894'), 
('13', '9892.74', 'OFF-BI-4345', 'CA-2014-AB10105140-41991'), 
('8', '4306.32', 'OFF-AP-3873', 'IN-2015-MO1780066-42308'), 
('3', '899.55', 'OFF-AP-3573', 'IN-2014-NF1847527-41741'), 
('4', '763.92', 'TEC-CO-3683', 'IN-2014-MR1754558-41954'), 
('4', '2544.24', 'TEC-PH-5355', 'IT-2013-CB1241548-41560'), 
('4', '1136.66', 'FUR-CH-4531', 'ID-2013-LC1705092-41560'), 
('5', '2301.0', 'FUR-CH-5380', 'IN-2015-RA1988527-42034'), 
('6', '3908.88', 'TEC-PH-3805', 'CG-2013-MG814533-41559'), 
('3', '470.38', 'TEC-PH-5089', 'CA-2015-AB10105140-42161'), 
('6', '821.88', 'FUR-FU-2871', 'CA-2015-AB10105140-42328'), 
('4', '2249.16', 'OFF-AP-3580', 'ID-2014-EM1396058-41901'), 
('7', '2528.26', 'OFF-AP-4505', 'MX-2013-DJ1342082-41639'), 
('5', '1461.14', 'FUR-TA-5064', 'ES-2015-CD1192045-42367'), 
('7', '3045.84', 'TEC-PH-3806', 'MX-2014-BO1142582-41958'), 
('3', '1103.97', 'OFF-BI-4827', 'CA-2012-AB10105140-41262'), 
('2', '344.7', 'TEC-PH-2879', 'CA-2015-AB10105140-42143'), 
('8', '2152.96', 'FUR-BO-3626', 'ID-2015-KM16720102-42255'), 
('5', '1244.1', 'TEC-AC-5136', 'ES-2014-SV2078545-41807'), 
('9', '2226.82', 'FUR-CH-5773', 'MX-2012-BG1169582-41250'), 
('4', '1586.41', 'FUR-BO-5761', 'IN-2015-CS121307-42266'), 
('3', '393.17', 'FUR-TA-3412', 'US-2014-AB10105140-41908'), 
('6', '3425.4', 'OFF-AP-4966', 'IZ-2015-BD163561-42045'), 
('2', '1136.94', 'OFF-AP-4743', 'ES-2015-RF19345120-42043'), 
('2', '677.64', 'FUR-BO-3642', 'ID-2014-JE1616559-41856'), 
('2', '731.34', 'FUR-BO-3641', 'IR-2015-MG768060-42109'), 
('3', '287.91', 'TEC-MA-3700', 'CA-2013-AB10105140-41585'), 
('4', '1272.72', 'TEC-CO-3596', 'IN-2015-CC1247558-42129'), 
('6', '1856.34', 'OFF-AP-4732', 'ES-2014-LT1676564-41947'), 
('4', '2295.0', 'TEC-PH-3148', 'ES-2015-FH14365120-42165'), 
('3', '1622.18', 'TEC-PH-5354', 'ES-2013-BF1097545-41517'), 
('7', '1063.44', 'TEC-PH-3802', 'IN-2014-CJ1201027-41810'), 
('14', '3449.88', 'TEC-AC-5226', 'HU-2015-SH997557-42239'), 
('3', '585.46', 'FUR-BO-4861', 'US-2013-SL2015582-41422'), 
('4', '1429.44', 'TEC-CO-6009', 'LI-2015-NC834073-42143'), 
('2', '1057.8', 'FUR-TA-4712', 'SF-2014-JB5400117-41758'), 
('3', '1092.96', 'FUR-BO-3642', 'IN-2014-VG2180527-41996'), 
('5', '1483.0', 'FUR-TA-3760', 'MX-2015-TB2125031-42289'), 
('5', '1792.4', 'OFF-AP-3872', 'MX-2015-PS1897028-42109'), 
('7', '2455.68', 'FUR-BO-5788', 'ES-2015-BB1154548-42336'), 
('6', '1900.44', 'TEC-CO-3597', 'GG-2013-SG1047047-41405'), 
('7', '3712.59', 'TEC-PH-5839', 'IN-2014-SP20920130-41808'), 
('9', '2372.22', 'TEC-CO-3678', 'IN-2013-NZ1856558-41398'), 
('9', '5725.35', 'TEC-PH-5354', 'IN-2012-Dp1324027-41223'), 
('7', '2553.18', 'FUR-BO-4862', 'ES-2015-GZ1447064-42362'), 
('6', '2003.52', 'OFF-AP-4503', 'MX-2015-AH1007582-42139'), 
('4', '1188.36', 'TEC-CO-5997', 'PL-2015-CB2025103-42347'), 
('5', '2875.1', 'TEC-PH-5356', 'IN-2012-SC200507-41249'), 
('5', '2380.5', 'FUR-CH-4530', 'IT-2014-AM10705125-41892'), 
('10', '1619.1', 'TEC-MA-6138', 'AL-2012-SC102302-40970'), 
('6', '2821.72', 'OFF-AP-4745', 'ID-2013-JS1559559-41275'), 
('9', '2991.1', 'TEC-CO-6009', 'ID-2013-BS1138059-41577'), 
('4', '1798.68', 'OFF-AP-4505', 'IN-2014-TC21295130-41962'), 
('4', '2544.84', 'TEC-PH-3148', 'RS-2014-JL5130108-41866'), 
('2', '951.72', 'FUR-CH-4532', 'IN-2014-Dp1324066-41798'), 
('4', '2575.92', 'TEC-PH-5268', 'IN-2015-NF1838511-42279'), 
('3', '1699.83', 'OFF-AP-4745', 'ES-2015-AS10090139-42062'), 
('8', '2634.55', 'FUR-BO-4861', 'IN-2014-EL137357-41943'), 
('11', '3707.35', 'FUR-BO-3904', 'IN-2014-FH1427559-41991'), 
('5', '4298.85', 'FUR-TA-5057', 'IN-2015-LT1676558-42133'), 
('6', '3417.48', 'OFF-AP-4964', 'IN-2015-BN1147027-42189'), 
('4', '2080.32', 'OFF-AP-3576', 'ES-2013-BP11230120-41411'), 
('5', '840.6', 'TEC-PH-5813', 'IN-2012-DM1352558-41123'), 
('2', '471.92', 'TEC-PH-5625', 'CA-2015-AB10105140-42267'), 
('10', '1288.8', 'OFF-ST-6033', 'CD-2014-SM1032025-41684'), 
('5', '660.69', 'FUR-BO-5971', 'IN-2013-PM191357-41417'), 
('6', '3234.24', 'OFF-AP-3874', 'MW-2015-TS1143085-42220'), 
('5', '2171.3', 'TEC-PH-3806', 'MX-2014-TS2134018-41956'), 
('9', '2074.73', 'TEC-AC-4186', 'IN-2015-AM107057-42047'), 
('2', '849.8', 'TEC-PH-5355', 'MX-2015-LS1724582-42319'), 
('3', '1177.17', 'FUR-BO-5951', 'IN-2014-DR129407-41728'), 
('2', '177.65', 'OFF-ST-4281', 'CA-2013-AB10105140-41585'), 
('2', '89.58', 'TEC-AC-6076', 'CA-2015-AB10105140-42267'), 
('9', '2863.08', 'TEC-PH-5841', 'IN-2014-CM1181597-41870'), 
('5', '1253.07', 'OFF-AP-3865', 'ES-2015-FG1426045-42153'), 
('6', '3369.24', 'OFF-AP-3579', 'IR-2013-KN670560-41508'), 
('6', '1464.12', 'TEC-AC-5224', 'WA-2015-TB1152089-42190'), 
('7', '1273.13', 'FUR-BO-3903', 'IT-2013-GM1444091-41347'), 
('2', '29.94', 'OFF-AR-6111', 'CA-2015-AB10523-42139'), 
('5', '1258.78', 'TEC-CO-4592', 'MX-2015-JB1540051-42263'), 
('7', '2584.01', 'FUR-CH-5775', 'IN-2015-JS1603097-42223'), 
('6', '1482.39', 'TEC-CO-3707', 'IN-2014-AM10705102-41891'), 
('3', '1274.7', 'TEC-PH-5355', 'MX-2015-SF2020039-42255'), 
('2', '84.78', 'OFF-ST-4457', 'CA-2013-AB10105140-41585'), 
('9', '2818.08', 'FUR-CH-5443', 'MX-2013-JF1529531-41564'), 
('3', '1046.25', 'FUR-CH-5441', 'ID-2015-KH16510102-42052'), 
('5', '3187.2', 'TEC-PH-5840', 'IN-2013-DL1333058-41328'), 
('10', '4099.68', 'FUR-CH-5378', 'IN-2013-KN163907-41611'), 
('5', '703.35', 'OFF-ST-5691', 'IN-2013-SV2093527-41620'), 
('8', '2293.49', 'TEC-CO-3598', 'IN-2015-MD178607-42171'), 
('9', '1238.61', 'TEC-MA-6138', 'ES-2013-LS1720045-41628'), 
('7', '1715.06', 'FUR-CH-4656', 'MX-2015-JM1586582-42137'), 
('3', '39.82', 'TEC-AC-4936', 'CA-2015-AB10105140-42220'), 
('6', '2841.66', 'FUR-CH-4531', 'IN-2015-CM124457-42315'), 
('12', '3399.66', 'OFF-AP-4745', 'IT-2014-SS20140104-41800'), 
('6', '1607.76', 'TEC-MA-5014', 'IN-2013-BW1111058-41404'), 
('5', '840.15', 'TEC-PH-5336', 'IN-2014-JE1561058-41895'), 
('3', '1236.33', 'FUR-BO-3891', 'IN-2014-GH1442527-41845'), 
('8', '2488.56', 'OFF-AP-4958', 'IN-2015-JK1609058-42288'), 
('7', '1124.26', 'OFF-AP-3570', 'MX-2012-SM2032036-41234'), 
('5', '64.96', 'FUR-FU-6235', 'CA-2013-AB10105140-41585'), 
('3', '726.72', 'FUR-TA-5062', 'US-2015-GR1456082-42302'), 
('2', '117.96', 'OFF-ST-3360', 'CA-2014-AB10105140-41672'), 
('6', '1519.92', 'TEC-MA-6148', 'MA-2014-DH367577-41926'), 
('4', '1279.32', 'TEC-CO-3686', 'RS-2012-MM8280108-40953'), 
('5', '723.3', 'FUR-CH-4545', 'IN-2015-SW2027558-42125'), 
('1', '642.69', 'TEC-PH-5268', 'IR-2012-PM913560-40978'), 
('8', '2619.0', 'FUR-BO-3903', 'IN-2013-GH144257-41489'), 
('6', '1704.87', 'OFF-AP-4967', 'ID-2013-JM1586597-41628'), 
('7', '1715.91', 'TEC-CO-4765', 'ES-2013-CM1211564-41489'), 
('2', '1278.0', 'TEC-PH-5839', 'IN-2013-SC2084527-41445'), 
('4', '1234.56', 'OFF-AP-4731', 'MO-2014-GP474086-41678'), 
('8', '4195.2', 'OFF-AP-4738', 'ES-2012-AF1087014-41179'), 
('5', '1765.4', 'FUR-BO-5786', 'IT-2013-TS2150545-41448'), 
('3', '1480.37', 'FUR-TA-3420', 'MX-2014-CR1273028-41993'), 
('7', '2968.98', 'TEC-PH-3148', 'MX-2013-FH1436582-41558'), 
('7', '2301.14', 'FUR-TA-5071', 'ID-2012-BM115757-41149'), 
('3', '1100.52', 'FUR-BO-3640', 'ES-2015-AH100308-42203'), 
('7', '2518.95', 'TEC-CO-4790', 'IN-2012-AG1049527-41248'), 
('5', '996.3', 'FUR-BO-5778', 'ES-2015-BN11470139-42110'), 
('4', '18.18', 'OFF-BI-5614', 'CA-2015-AB10105140-42267'), 
('1', '922.95', 'FUR-TA-4646', 'AU-2012-AG6758-41153'), 
('5', '1850.45', 'FUR-BO-4848', 'ES-2014-SW2075545-41852'), 
('6', '664.56', 'FUR-BO-5940', 'MX-2015-CS1246093-42259'), 
('6', '1547.1', 'TEC-AC-5896', 'ES-2015-SK1999045-42222'), 
('5', '2190.95', 'OFF-AP-4961', 'IN-2015-MP18175144-42328'), 
('9', '3242.88', 'OFF-AP-4508', 'MX-2013-AG1090082-41398'), 
('4', '2544.6', 'TEC-PH-5842', 'MO-2013-AJ96086-41513'), 
('4', '2605.56', 'TEC-PH-3806', 'UP-2014-MC7275137-41997'), 
('11', '1271.46', 'OFF-ST-6033', 'IT-2014-JF15295120-41668'), 
('2', '34.02', 'OFF-AR-5912', 'CA-2015-AB10523-42139'), 
('4', '1207.56', 'TEC-MA-6142', 'SA-2012-MM7260110-41269'), 
('5', '2051.1', 'FUR-BO-3889', 'IN-2013-EJ13720113-41608'), 
('6', '2544.24', 'TEC-PH-5355', 'MX-2014-MS1736539-41780'), 
('3', '23.64', 'OFF-AR-5156', 'CA-2013-AB10105140-41585'), 
('3', '1314.45', 'FUR-BO-5763', 'ES-2015-DH13675139-42182'), 
('2', '12.62', 'OFF-ST-3078', 'CA-2015-AB10105140-42267'), 
('2', '980.32', 'FUR-TA-4647', 'MX-2014-HE1480018-41845'), 
('2', '21.96', 'OFF-BI-4346', 'CA-2015-AB10105140-42328'), 
('6', '2470.5', 'FUR-BO-4851', 'IN-2012-SB2017027-41208'), 
('10', '32.06', 'OFF-BI-3308', 'CA-2013-AB10105140-41585'), 
('2', '877.02', 'FUR-BO-5949', 'IN-2013-VT2170092-41634'), 
('1', '3.69', 'OFF-LA-3206', 'CA-2012-AB10105140-41262'), 
('6', '1917.36', 'TEC-CO-4576', 'IN-2013-BC1112592-41401'), 
('7', '2173.5', 'TEC-MA-5548', 'IN-2012-NF1859527-40916'), 
('5', '377.45', 'FUR-TA-4841', 'CA-2014-AH10120140-41992'), 
('4', '195.76', 'OFF-PA-6497', 'CA-2015-AH10120140-42103'), 
('5', '1814.25', 'FUR-BO-4860', 'IT-2012-RB19330120-41077'), 
('5', '1293.68', 'OFF-AP-3577', 'ES-2013-CS11950124-41283'), 
('5', '2477.55', 'OFF-AP-3868', 'ES-2015-BW11110120-42046'), 
('4', '259.14', 'FUR-CH-5428', 'CA-2012-AH10120140-41107'), 
('2', '723.3', 'TEC-CO-4789', 'IN-2013-LW1682558-41376'), 
('8', '2097.12', 'TEC-CO-3681', 'ES-2015-RD19585120-42007'), 
('5', '244.55', 'OFF-PA-6441', 'CA-2015-AH10120140-42103'), 
('6', '3242.88', 'OFF-AP-4508', 'IN-2015-BT1168066-42351'), 
('5', '163.96', 'OFF-PA-6361', 'CA-2015-AH10120140-42188'), 
('6', '98.16', 'TEC-AC-5097', 'CA-2015-AH10120140-42234'), 
('4', '597.36', 'FUR-BO-5972', 'IT-2015-TB2117564-42284'), 
('14', '3955.14', 'OFF-AP-4498', 'UP-2014-MD7860137-41810'), 
('6', '796.82', 'FUR-BO-3887', 'IN-2015-JH1618059-42196'), 
('9', '2305.26', 'TEC-AC-4186', 'ES-2015-CC1214548-42118'), 
('10', '2833.76', 'FUR-TA-4713', 'MX-2012-XP2186539-41032'), 
('4', '2077.32', 'OFF-AP-3575', 'IN-2012-TS2137058-41187'), 
('7', '1916.88', 'FUR-BO-3892', 'MX-2015-ML1741031-42320'), 
('5', '1212.5', 'FUR-BO-3903', 'MX-2015-MY1829593-42355'), 
('3', '102.93', 'OFF-BI-4358', 'CA-2015-AH10120140-42234'), 
('3', '1622.57', 'TEC-PH-3147', 'ES-2014-BS1166545-41734'), 
('6', '856.44', 'TEC-CO-3706', 'IN-2015-NL1831092-42266'), 
('4', '45.24', 'OFF-BI-6345', 'CA-2014-AH10120140-41992'), 
('9', '1361.04', 'FUR-BO-5942', 'IT-2015-CA1196548-42195'), 
('9', '3391.74', 'TEC-CO-3709', 'IN-2015-QJ1925527-42283'), 
('7', '2375.3', 'TEC-PH-5841', 'MX-2014-RE1945036-41791'), 
('6', '889.02', 'FUR-BO-5972', 'SF-2013-CP2085117-41506'), 
('4', '1782.48', 'FUR-TA-3759', 'RS-2012-JK5730108-41150'), 
('3', '667.77', 'TEC-CO-4568', 'ES-2013-HZ1495045-41612'), 
('5', '1612.85', 'TEC-CO-4791', 'ID-2015-AR105707-42290'), 
('7', '845.21', 'OFF-ST-6248', 'IT-2014-EH14005120-41992'), 
('9', '2799.63', 'OFF-AP-4958', 'IN-2013-JR1570058-41441'), 
('6', '1549.13', 'OFF-AP-4958', 'IN-2014-PL1892588-41871'), 
('4', '1696.4', 'TEC-PH-5842', 'MX-2013-TC2114582-41446'), 
('5', '935.5', 'OFF-AP-4500', 'MX-2013-DG1330082-41417'), 
('9', '2036.81', 'TEC-MA-5016', 'ES-2014-LW1699045-41759'), 
('4', '980.52', 'TEC-AC-5135', 'ES-2013-Dl1360045-41440'), 
('4', '18.69', 'OFF-AR-5289', 'CA-2014-AH10120140-41992'), 
('8', '1654.64', 'TEC-CO-4767', 'ES-2014-SC2009545-41991'), 
('6', '2063.77', 'FUR-CH-4530', 'ID-2015-EB1393059-42206'), 
('8', '1457.28', 'TEC-PH-3786', 'MO-2014-GP474086-41678'), 
('7', '1693.23', 'TEC-CO-4765', 'IN-2012-SB2017027-41208'), 
('3', '28.68', 'TEC-PH-5163', 'CA-2014-AH10120140-41992'), 
('6', '1411.2', 'FUR-TA-3761', 'MX-2014-SM2000518-41696'), 
('4', '2039.8', 'OFF-AP-4745', 'IT-2012-JR1567048-41238'), 
('9', '5737.5', 'TEC-PH-3148', 'IN-2013-CM1216027-41506'), 
('7', '1641.09', 'TEC-CO-3587', 'IN-2013-DL129257-41418'), 
('5', '1380.9', 'FUR-BO-4849', 'MX-2012-FM1429065-41216'), 
('3', '1917.0', 'TEC-PH-5839', 'IN-2012-DP1316558-41173'), 
('2', '823.5', 'FUR-BO-4851', 'IN-2014-CK1259592-41929'), 
('3', '112.78', 'TEC-AC-6078', 'CA-2014-AH10120140-41992'), 
('5', '3180.75', 'TEC-PH-5842', 'IN-2014-GM1444027-41795'), 
('11', '2910.19', 'TEC-MA-5502', 'ES-2014-CM1183045-41773'), 
('4', '15.94', 'OFF-LA-3327', 'CA-2014-AH10120140-41992'), 
('4', '5.23', 'OFF-BI-6393', 'CA-2015-AH10120140-42188'), 
('5', '910.35', 'TEC-PH-3787', 'IN-2014-MM1726027-41933'), 
('2', '856.68', 'FUR-TA-5055', 'ES-2015-ME17320139-42227'), 
('7', '1731.07', 'FUR-CH-5776', 'MX-2014-CS1249082-41763'), 
('12', '1330.99', 'TEC-PH-5359', 'IT-2014-GH14410120-41835'), 
('2', '11.65', 'OFF-PA-3507', 'CA-2014-AH10120140-41992'), 
('14', '1914.08', 'TEC-AC-5894', 'MX-2015-MC1763536-42340'), 
('8', '3393.12', 'TEC-PH-3148', 'MX-2015-VT2170018-42012'), 
('7', '50.12', 'TEC-AC-4945', 'CA-2014-AH10120140-41821'), 
('4', '1446.6', 'TEC-CO-4789', 'IN-2015-SJ2021527-42182'), 
('7', '3272.01', 'FUR-CH-5442', 'IN-2012-CD1192027-40979'), 
('7', '3386.86', 'OFF-AP-4744', 'ID-2014-TA21385102-41654'), 
('9', '2498.53', 'OFF-AP-4959', 'IN-2013-DP131057-41514'), 
('7', '728.53', 'TEC-PH-5248', 'ES-2012-DJ88887148-41231'), 
('4', '2575.92', 'TEC-PH-5268', 'QA-2015-LM7065105-42362'), 
('7', '2546.46', 'FUR-BO-3639', 'ES-2013-AR1051064-41441'), 
('7', '2888.76', 'FUR-BO-3627', 'IN-2014-JH1591066-41831'), 
('4', '1031.4', 'TEC-AC-5896', 'IN-2013-PC1900078-41416'), 
('8', '1237.44', 'TEC-PH-3800', 'ES-2015-CM12235139-42221'), 
('4', '1018.32', 'TEC-MA-6149', 'CG-2015-DK337533-42228'), 
('13', '600.6', 'OFF-SU-3001', 'ES-2013-NM18520120-41634'), 
('7', '2756.94', 'FUR-BO-5760', 'ES-2014-EG1390045-41644'), 
('3', '1534.87', 'OFF-AP-4743', 'ID-2015-AH100757-42367'), 
('10', '6439.8', 'TEC-PH-5268', 'IN-2014-AS1063092-41989'), 
('8', '1781.14', 'TEC-CO-5991', 'IN-2014-DK1289559-41697'), 
('8', '1363.2', 'TEC-PH-5839', 'US-2013-CL1189018-41459'), 
('7', '3315.27', 'FUR-CH-4531', 'ES-2013-CA12265139-41506'), 
('2', '5.25', 'OFF-AR-5331', 'CA-2015-AH10120140-42309'), 
('8', '2123.03', 'TEC-MA-5546', 'ES-2013-DB1297045-41458'), 
('7', '2478.84', 'TEC-CO-6011', 'ES-2015-PC1900048-42337'), 
('4', '1894.54', 'OFF-AP-4736', 'IN-2012-VS218207-41006'), 
('6', '41.28', 'OFF-BI-3307', 'CA-2015-AS10135140-42328'), 
('6', '187.02', 'OFF-ST-5695', 'CA-2013-AS13523-41403'), 
('5', '1317.9', 'TEC-CO-3678', 'IN-2013-JR1567027-41597'), 
('7', '1350.09', 'TEC-CO-4574', 'ES-2015-NF1847548-42248'), 
('7', '1839.18', 'TEC-MA-4205', 'IN-2014-MF1766527-41947'), 
('2', '13.36', 'OFF-PA-6448', 'CA-2015-AS10135140-42328'), 
('3', '1908.18', 'TEC-PH-5355', 'ES-2014-EB13930139-41962'), 
('5', '1264.47', 'TEC-CO-3707', 'MX-2015-EB1397518-42369'), 
('1', '4.18', 'FUR-FU-4070', 'CA-2014-AS10135140-41957'), 
('7', '965.16', 'TEC-PH-5836', 'ES-2013-JH1582048-41306'), 
('4', '748.12', 'OFF-ST-4267', 'IT-2014-MV1748545-41717'), 
('7', '943.87', 'FUR-BO-5953', 'ES-2013-JW1595545-41354'), 
('4', '1447.44', 'FUR-BO-3901', 'IN-2015-LA1678027-42148'), 
('6', '1552.5', 'TEC-AC-3402', 'ES-2014-FM1421564-41804'), 
('3', '479.97', 'TEC-AC-5140', 'CA-2012-AB10150140-40972'), 
('2', '97.82', 'OFF-PA-6441', 'CA-2012-AB10150140-40972'), 
('3', '59.52', 'OFF-AR-5325', 'CA-2012-AB10150140-40972'), 
('3', '919.26', 'FUR-CH-4654', 'MX-2014-MC1757518-41982'), 
('7', '3045.84', 'TEC-PH-3806', 'MX-2014-MC1763582-41921'), 
('2', '766.87', 'TEC-PH-3149', 'IN-2014-CR126257-41928'), 
('6', '2880.18', 'FUR-TA-3342', 'MO-2012-JF541586-41266'), 
('4', '1403.36', 'OFF-AP-4736', 'MX-2014-AH1021018-41745'), 
('6', '1819.1', 'OFF-AP-4743', 'US-2012-LH1675036-41129'), 
('6', '49.63', 'OFF-BI-4378', 'CA-2012-AB10150140-40972'), 
('9', '2018.33', 'FUR-TA-3413', 'IN-2012-PO1919527-41200'), 
('5', '2065.5', 'FUR-BO-4850', 'IN-2012-MG1820558-40962'), 
('4', '1274.16', 'TEC-CO-3598', 'IN-2012-BM1178527-40977'), 
('6', '2485.62', 'FUR-BO-4849', 'IN-2015-KD1634558-42029'), 
('3', '1560.24', 'OFF-AP-3576', 'IT-2015-TS21610139-42173'), 
('5', '3271.2', 'TEC-PH-3807', 'IN-2012-AR1051027-41266'), 
('3', '751.49', 'FUR-CH-5443', 'US-2014-PG1889582-41647'), 
('5', '2120.8', 'TEC-PH-5841', 'MX-2014-LC1705051-41643'), 
('8', '2102.83', 'TEC-MA-5547', 'ES-2015-DJ1342045-42035'), 
('8', '820.49', 'TEC-MA-5020', 'ES-2012-HK1489045-41216'), 
('4', '91.96', 'TEC-AC-6341', 'CA-2015-AB10150140-42252'), 
('8', '553.44', 'OFF-AP-4490', 'TZ-2014-HH5010129-41906'), 
('6', '1718.17', 'TEC-CO-3596', 'IN-2012-RR193157-41081'), 
('5', '2794.25', 'FUR-TA-5057', 'ES-2013-SH2063548-41516'), 
